CO_PER_ROL,CUSIP,CONAME,EXEC_FNAME,EXEC_FULLNAME,EXEC_LNAME,YEAR,TWITTER,T_NAME,Search Date,company related,personal related,Note,
29728,57290110,MARTEK BIOSCIENCES CORP,Henry,"Henry Linsert, Jr.","Linsert, Jr.",2006,,,,,,,
18285,38141G10,GOLDMAN SACHS GROUP INC,Henry,"Henry M. Paulson, Jr.","Paulson, Jr.",2006,,,,,,,
39883,98421B10,XPERI CORPORATION,Henry,Henry R. Nothhaft,Nothhaft,2010,,,,,,,
39236,94331510,WAUSAU PAPER CORP,Henry,Henry C. Newell,Newell,2013,,,,,,,
46682,41586410,HARSCO CORP,Henry,Henry W. Knueppel,Knueppel,2012,,,,,,,
2049,49326710,KEYCORP,Henry,"Henry L. Meyer, III","Meyer, III",2010,,,,,,,
9727,75875010,REGAL BELOIT CORP,Henry,Henry W. Knueppel,Knueppel,2010,,,,,,,
10147,51509810,LANDSTAR SYSTEM INC,Henry,Henry H. Gerkens,Gerkens,2014,X,X,,,,,
25153,8143710,BEMIS CO INC,Henry,Henry J. Theisen,Theisen,2014,X,X,,,,,
14428,5377410,AVIS BUDGET GROUP INC,Henry,Henry R. Silverman,Silverman,2006,,,,,,,
29875,36866T10,GEN-PROBE INC,Henry,Henry L. Nordhoff,Nordhoff,2008,,,,,,,
4645,32008D10,FIRST DATA CORP,Henry,Henry C. Duques,Duques,2007,,,,,,,
20657,86853210,SUPERTEX INC,Henry,"Henry C. Pao, Ph.D.","Pao, Ph.D.",2012,,,,,,,
13308,05548J10,BJ'S WHOLESALE CLUB INC,Herbert,Herbert J. Zarkin,Zarkin,2008,,,,,,,
23149,74088410,PRESIDENTIAL LIFE CORP,Herbert,Herbert Kurz,Kurz,2008,,,,,,,
35110,83784110,SOUTH FINANCIAL GROUP INC,Herbert,Herbert Lynn Harton,Harton,2009,,,,,,,
18732,G4779110,INGERSOLL-RAND PLC,Herbert,Herbert L. Henkel,Henkel,2009,,,,,,,
35759,42224N10,HEALTHSPRING INC,Herbert,Herbert Allen Fritch,Fritch,2010,,,,,,,
54827,23334L10,DSW INC,Heywood,Heywood Wilansky,Wilansky,2008,,,,,,,
1113,41711910,HARTMARX CORP,Homi,Homi B. Patel,Patel,2007,,,,,,,
36743,G9310A11,UTSTARCOM HOLDINGS CORP,Hongliang,Hongliang Lu,Lu,2007,,,,,,,
33658,58494910,MEDQUIST INC,Howard,Howard S. Hoffmann,Hoffmann,2008,,,,,,,
13568,30700010,FAMILY DOLLAR STORES,Howard,Howard R. Levine,Levine,2014,X,X,,,,,
3190,34583810,FOREST LABORATORIES -CL A,Howard,Howard Solomon,Solomon,2013,,,,,,,
26324,41387510,HARRIS CORP,Howard,Howard L. Lance,Lance,2011,,,,,,,
5937,45774W10,INSTEEL INDUSTRIES,Howard,"Howard Osler Woltz, III","Woltz, III",2016,X,X,,,,,
50335,92231M10,VASCULAR SOLUTIONS INC,Howard,Howard C. Root,Root,2015,https://twitter.com/RootHoward,RootHoward,2019/2/19,,,,
47502,8651610,BEST BUY CO INC,Hubert,Hubert Joly,Joly,2016,X,X,,,,https://twitter.com/BBYCEO,
45871,09215C10,BLACK KNIGHT INC,Hugh,Hugh R. Harris,Harris,2012,,,,,,,
30079,07556Q88,BEAZER HOMES USA INC,Ian,Ian McCarthy,McCarthy,2011,,,,,,,
42516,69036R86,OVERSEAS SHIPHOLDING GROUP,Ian,Ian T. Blackley,Blackley,2016,X,X,,,,,
10908,47233W10,JEFFERIES FINANCIAL GRP INC,Ian,Ian M. Cumming,Cumming,2012,,,,,,,
58351,34637510,FORMFACTOR INC,Igor,Igor Y. Khandros,Khandros,2008,,,,,,,
20817,20615620,CONCORD CAMERA CORP,Ira,Ira B. Lampert,Lampert,2008,,,,,,,
44426,40499Y00,HSBC USA INC,Irene,Irene Mitchell Dorner,Dorner,2014,X,X,,,,,
47672,70336T50,PATRIOT COAL CORP,Irl,"Irl F. Engelhardt, MBA","Engelhardt, MBA",2012,,,,,,,
38354,88633P30,TICKETMASTER ENTERTNMNT INC,Irving,Irving L. Azoff,Azoff,2008,,,,,,,
35697,57383T10,MARVEL ENTERTAINMENT INC,Isaac,Isaac Perlmutter,Perlmutter,2008,,,,,,,
17350,41043F20,HANGER INC,Ivan,Ivan R. Sabel,Sabel,2007,,,,,,,
13973,92343V10,VERIZON COMMUNICATIONS INC,Ivan,Ivan G. Seidenberg,Seidenberg,2011,,,,,,,
48236,59001K10,MERITOR INC,Ivor,Ivor J. Evans,Evans,2015,X,X,,,,,
51662,21868110,CORE MARK HOLDING CO INC,J.,J. Michael Walsh,Walsh,2012,,,,,,,
3167,32051710,FIRST HORIZON NATIONAL CORP,J.,J. Kenneth Glass,Glass,2006,,,,,,,
27039,11523610,BROWN & BROWN INC,J.,"J. Hyatt Brown, CPCU, CLU","Brown, CPCU, CLU",2008,,,,,,,
6432,69149730,OXFORD INDUSTRIES INC,J.,J. Hicks Lanier,Lanier,2012,,,,,,,
7556,25179M10,DEVON ENERGY CORP,J.,J. Larry Nichols,Nichols,2010,,,,,,,
35586,1877230,ALLIANCE ONE INTL INC,J.,J. Pieter Sikkel,Sikkel,2016,X,X,,,,,
43956,69007010,OUTERWALL INC,J.,J. Scott Di Valerio,Di Valerio,2014,X,X,,,,,
20303,12719030,CACI INTL INC -CL A,J.,J. Phillip London,London,2013,,,,,,,
37325,00770F10,AEGION CORP,J.,J. Joseph Burgess,Burgess,2014,X,X,,,,,
17479,26203710,DRIL-QUIP INC,J.,J. Mike Walker,Walker,2008,,,,,,,
5997,36357610,ARTHUR J GALLAGHER & CO,J.,"J. Patrick Gallagher, Jr.","Gallagher, Jr.",2014,X,X,,,,,
32128,780010,AEROJET ROCKETDYNE HOLDINGS,J.,J. Scott Neish,Neish,2009,,,,,,,
33294,33767D10,FIRSTCASH INC,J.,J. Alan Barron,Barron,2006,,,,,,,
31464,12653C10,CNX RESOURCES CORPORATION,J.,J. Brett Harvey,Harvey,2013,,,,,,,
16541,29364G10,ENTERGY CORP,J.,J. Wayne Leonard,Leonard,2012,,,,,,,
38813,05978A10,BANCTEC INC-REDH,J.,J. Coley Clark,Clark,2010,,,,,,,
36720,9676110,BOB EVANS FARMS,J.,J. Michael Townsley,Townsley,2015,X,X,,,,,
37362,91911X10,VALEANT PHARMACEUTICALS -OLD,J.,J. Michael Pearson,Pearson,2009,,,,,,,
1799,71726510,PHELPS DODGE CORP,J.,J. Steven Whisler,Whisler,2006,,,,,,,
37392,85931930,STERLING FINANCIAL CORP/WA,J.,J. Gregory Seibly,Seibly,2013,,,,,,,
52160,85208M10,SPROUTS FARMERS MARKET,J.,J. Douglas Sanders,Sanders,2015,X,X,,,,,
30101,72147K10,PILGRIM'S PRIDE CORP,J.,J. Clinton Rivers,Rivers,2008,,,,,,,
39477,10113710,BOSTON SCIENTIFIC CORP,J.,J. Raymond Elliott,Elliott,2011,,,,,,,
23688,98956P10,ZIMMER BIOMET HOLDINGS INC,J.,J. Raymond Elliott,Elliott,2006,,,,,,,
37582,90921430,UNISYS CORP,J.,J. Edward Coleman,Coleman,2014,https://twitter.com/colemaned,colemaned,2019/2/20,,,,
20770,85890710,STERLING BANCSHARES INC/TX,J.,J. Downey Bridgwater,Bridgwater,2010,,,,,,,
3310,45110710,IDACORP INC,J.,J. LaMont Keen,Keen,2013,,,,,,,
42889,68628V30,ORION GROUP HOLDINGS INC,J.,J. Michael Pearson,Pearson,2014,X,X,,,,,
30830,1858110,ALLIANCE DATA SYSTEMS CORP,J.,J. Michael Parks,Parks,2008,,,,,,,
33729,81799P95,SERVICEMASTER CO,J.,J. Patrick Spainhour,Spainhour,2010,,,,,,,
23744,55295310,MGM RESORTS INTERNATIONAL,J. Terrence,J. Terrence Lanni,Lanni,2008,,,,,,,
18010,78174810,RURAL/METRO CORP,Jack,Jack E. Brucker,Brucker,2010,,,,,,,
48851,85812220,STEEL EXCEL INC,Jack,Jack Lawrence Howard,Howard,2015,X,X,,,,,
23409,67000610,NOVELL INC,Jack,Jack L. Messman,Messman,2006,,,,,,,
20280,78462K10,SPSS INC,Jack,Jack Noonan,Noonan,2008,,,,,,,
37270,13134730,CALPINE CORP,Jack,Jack A. Fusco,Fusco,2013,,,,,,,
37889,30294110,FTI CONSULTING INC,Jack,"Jack B. Dunn, IV","Dunn, IV",2013,,,,,,,
27129,13342B10,CAMERON INTERNATIONAL CORP,Jack,Jack B. Moore,Moore,2015,X,X,,,,,
18048,4.70E+14,JAKKS PACIFIC INC,Jack,Jack Friedman,Friedman,2009,,,,,,,
28539,83303410,SNAP-ON INC,Jack,Jack D. Michaels,Michaels,2007,,,,,,,
48828,41031510,HANDY & HARMAN LTD,Jack,Jack Lawrence Howard,Howard,2016,X,X,,,,,
6217,50216010,LSB INDUSTRIES INC,Jack,Jack E. Golsen,Golsen,2014,X,X,,,,,
29973,21886810,CORINTHIAN COLLEGES INC,Jack,Jack D. Massimino,Massimino,2013,,,,,,,
43622,G1991C10,CARDTRONICS PLC,Jack,Jack M. Antonini,Antonini,2008,,,,,,,
16712,40412C10,HCA HEALTHCARE INC,Jack,"Jack O. Bovender, Jr.","Bovender, Jr.",2008,,,,,,,
29046,7591EP10,REGIONS FINANCIAL CORP,Jackson,"Jackson W. Moore, Jr.","Moore, Jr.",2006,,,,,,,
45999,97186T10,WILSHIRE BANCORP INC,Jae Whan,Jae Whan Yoo,Yoo,2015,X,X,,,,,
34470,15146R10,CENTER FINANCIAL CORP,Jae Whan,Jae Whan Yoo,Yoo,2007,,,,,,,
23761,82655210,SIGMA-ALDRICH CORP,Jai,"Jai P. Nagarkatti, Ph.D.","Nagarkatti, Ph.D.",2010,,,,,,,
37683,9091120,BIOLASE INC,Jake,Jake P. St. Philip,St. Philip,2008,,,,,,,
10534,13201110,CAMBREX CORP,James,James A. Mack,Mack,2007,,,,,,,
31712,91891410,VALENCE TECHNOLOGY INC,James,James R. Akridge,Akridge,2006,,,,,,,
33188,43910420,HOOPER HOLMES INC,James,James Calver,Calver,2007,,,,,,,
47511,17958410,CLAIRES STORES INC,James,James D. Fielding,Fielding,2013,,,,,,,
34768,50101410,KRISPY KREME DOUGHNUTS INC,James,James H. Morgan,Morgan,2013,,,,,,,
29074,41754V20,HARVEST NATURAL RESOURCES,James,"James A. Edmiston, III","Edmiston, III",2016,X,X,,,,,
20548,4418610,ASHLAND GLOBAL HOLDINGS INC,James,James J. OBrien,OBrien,2014,X,X,,,,,
31719,31540510,FERRO CORP,James,James F. Kirsch,Kirsch,2012,,,,,,,
26576,96145D10,WESTROCK CO,James,James A. Rubright,Rubright,2013,,,,,,,
13414,9518010,BLOUNT INTL INC,James,James S. Osterman,Osterman,2009,,,,,,,
27066,54927110,LUBRIZOL CORP,James,James L. Hambrick,Hambrick,2010,,,,,,,
27101,28134710,EDO CORP,James,James M. Smith,Smith,2006,,,,,,,
27025,03662Q10,ANSYS INC,James,"James E. Cashman, III","Cashman, III",2016,X,X,,,,,
27003,35914P10,FRONTIER OIL CORP,James,James R. Gibbs,Gibbs,2008,,,,,,,
46595,74269U20,PROCERA NETWORKS INC,James,James F. Brear,Brear,2014,https://twitter.com/jbrear,jbrear,2019/2/20,,,https://www.linkedin.com/in/jamesfbrear/,
29246,00763M10,ADVANCED MEDICAL OPTICS INC,James,James V. Mazzo,Mazzo,2008,,,,,,,
4604,5548210,BJ SERVICES CO,James,James W. Stewart,Stewart,2009,,,,,,,
26771,3251110,ANADARKO PETROLEUM CORP,James,James T. Hackett,Hackett,2011,,,,,,,
19508,90311910,UNS ENERGY CORP,James,James Stuart Pignatelli,Pignatelli,2008,,,,,,,
21247,27743210,EASTMAN CHEMICAL CO,James,James Brian Ferguson,Ferguson,2008,,,,,,,
36323,55402X10,MWI VETERINARY SUPPLY,James,"James F. Cleary, Jr.","Cleary, Jr.",2014,X,X,,,,,
36196,23426410,DAKTRONICS INC,James,James B. Morgan,Morgan,2012,,,,,,,
16743,21248510,CONVERGYS CORP,James,James Francis Orr,Orr,2006,,,,,,,
43392,87889530,TECUMSEH PRODUCTS CO,James,James J. Connor,Connor,2014,X,X,,,,,
45910,69327R10,PDC ENERGY INC,James,James M. Trimble,Trimble,2013,,,,,,,
7066,4622410,ASTEC INDUSTRIES INC,James,"James Don Brock, Ph.D., P.E.","Brock, Ph.D., P.E.",2013,,,,,,,
29061,17134010,CHURCH & DWIGHT INC,James,James R. Craigie,Craigie,2015,X,X,,,,,
38207,64049110,NEOGEN CORP,James,James L. Herbert,Herbert,2016,X,X,,,,,
43489,74835Y10,QUESTCOR PHARMACEUTICALS INC,James,James L. Fares,Fares,2007,,,,,,,
49678,24990810,DEPOMED INC,James,James A. Schoeneck,Schoeneck,2016,X,X,,,,,
21248,27743210,EASTMAN CHEMICAL CO,James,James P. Rogers,Rogers,2013,,,,,,,
31370,69357C50,PRGX GLOBAL INC,James,James B. McCurry,McCurry,2008,,,,,,,
27315,03073T10,AMERIGROUP CORP,James,James G. Carlson,Carlson,2011,,,,,,,
21013,90781810,UNION PACIFIC CORP,James,James R. Young,Young,2011,,,,,,,
36233,34623210,FORESTAR GROUP INC,James,James M. DeCosmo,DeCosmo,2015,X,X,,,,,
26109,90329340,USG CORP,James,James Shane Metcalf,Metcalf,2016,https://twitter.com/JimMetcalf_USG,JimMetcalf_USG,2019/2/5,5,0,???????????5??,
8536,70339510,PATTERSON COMPANIES INC,James,James W. Wiltz,Wiltz,2009,,,,,,,
36914,35969410,FULLER (H. B.) CO,James,James J. Owens,Owens,2016,X,X,,,,,
26617,85524410,STARBUCKS CORP,James,James L. Donald,Donald,2007,,,,,,,
47827,78118210,RUBY TUESDAY INC,James,James J. Buettgen,Buettgen,2016,X,X,,,,,
44960,55028310,LUMOS NETWORKS CORP,James,James A. Hyde,Hyde,2011,,,,,,,
42410,7.48E+14,QUANTA SERVICES INC,James,"James F. O'Neil, III","O'Neil, III",2015,X,X,,,,,
32497,7.50E+14,RS LEGACY CORP,James,James Frederick Gooch,Gooch,2012,,,,,,,
48014,78501P20,SWK HOLDINGS CORP,James,"James Brett Pope, CFA","Pope, CFA",2015,X,X,,,,,
32403,26441C20,DUKE ENERGY CORP,James,"James E. Rogers, Jr.","Rogers, Jr.",2012,,,,,,,
14545,58013510,MCDONALD'S CORP,James,James A. Skinner,Skinner,2011,,,,,,,
42964,40263530,GULFPORT ENERGY CORP,James,James D. Palm,Palm,2013,,,,,,,
22112,89579K10,TRIAD HOSPITALS INC,James,James D. Shelton,Shelton,2006,,,,,,,
33530,98952430,ZILOG INC,James,James M. Thorburn,Thorburn,2007,,,,,,,
18377,19257610,COHU INC,James,James A. Donahue,Donahue,2014,X,X,,,,,
32298,11012210,BRISTOL-MYERS SQUIBB CO,James,James Milton Cornelius,Cornelius,2009,,,,,,,
33829,3265720,ANALOGIC CORP,James,James W. Green,Green,2016,X,X,,,,,
2591,22160K10,COSTCO WHOLESALE CORP,James,James D. Sinegal,Sinegal,2011,,,,,,,
5361,30034W10,EVERGY INC,James,"James S. Haines, Jr.","Haines, Jr.",2006,,,,,,,
42495,16113310,CHARMING SHOPPES INC,James,James P. Fogarty,Fogarty,2010,,,,,,,
15085,38348510,GOTTSCHALKS INC,James,James R. Famalette,Famalette,2007,,,,,,,
19397,74586W20,PULSE ELECTRONICS CORP,James,"James M. Papada, III","Papada, III",2009,,,,,,,
34642,31385510,FEDERAL SIGNAL CORP,James,James E. Goodwin,Goodwin,2008,,,,,,,
28209,23399M00,DPL INC,James,James V. Mahoney,Mahoney,2006,,,,,,,
49518,91732J10,US ECOLOGY INC,James,James R. Baumgardner,Baumgardner,2012,,,,,,,
28173,29247520,EMULEX CORP,James,James M. McCluney,McCluney,2013,,,,,,,
54823,23334L10,DSW INC,James,James A. McGrady,McGrady,2009,,,,,,,
35692,40414L10,HCP INC,James,"James F. Flaherty, III, CPA, CPA","Flaherty, III, CPA,",2013,,,,,,,
4145,7390210,BEAR STEARNS COMPANIES INC,James,James E. Cayne,Cayne,2007,,,,,,,
42639,45885A40,INTERNAP CORP,James,James Eric Cooney,Cooney,2014,X,X,,,,,
30563,9522910,BLUCORA INC,James,James F. Voelker,Voelker,2008,,,,,,,
34473,05532D10,BB LIQUIDATING INC,James,James W. Keyes,Keyes,2010,,,,,,,
47460,33643310,FIRST SOLAR INC,James,James A. Hughes,Hughes,2015,X,X,,,,,
18178,86791410,SUNTRUST BANKS INC,James,"James M. Wells, III","Wells, III",2011,,,,,,,
44927,61945C10,MOSAIC CO,James,James T. Prokopanko,Prokopanko,2015,X,X,,,,,
38514,14984710,CBEYOND INC,James,James F. Geiger,Geiger,2013,,,,,,,
22637,45169P10,IDNA INC,James,James J. McNamara,McNamara,2007,,,,,,,
36588,89011010,TOMPKINS FINANCIAL CORP,James,James J. Byrnes,Byrnes,2006,,,,,,,
18174,26848410,EGL INC,James,James R. Crane,Crane,2006,,,,,,,
45273,70159Q10,PARKWAY PROPERTIES INC,James,James R. Heistand,Heistand,2015,X,X,,,,,
8844,14912310,CATERPILLAR INC,James,James W. Owens,Owens,2009,,,,,,,
4910,20825C10,CONOCOPHILLIPS,James,James J. Mulva,Mulva,2011,,,,,,,
23077,71752810,PHILADELPHIA CONS HLDG CORP,James,"James Joseph Maguire, Jr.","Maguire, Jr.",2007,,,,,,,
46262,77777930,ROSETTA RESOURCES INC,James,James E. Craddock,Craddock,2014,X,X,,,,,
18196,88738910,TIMKEN CO,James,James W. Griffith,Griffith,2013,,,,,,,
23190,76075910,REPUBLIC SERVICES INC,James,James E. O'Connor,O'Connor,2010,,,,,,,
18227,58937810,MERCURY SYSTEMS INC,James,James R. Bertelli,Bertelli,2007,,,,,,,
42668,25659P40,DOLAN CO,James,James P. Dolan,Dolan,2012,,,,,,,
36590,78385910,S & T BANCORP INC,James,James C. Miller,Miller,2007,,,,,,,
38366,87889530,TECUMSEH PRODUCTS CO,James,James E. Wainright,Wainright,2011,,,,,,,
46220,47110910,JARDEN CORP,James,James E. Lillie,Lillie,2014,X,X,,,,,
46407,N5374510,LYONDELLBASELL INDUSTRIES NV,James,James L. Gallogly,Gallogly,2014,https://twitter.com/OU14Pres,OU14Pres,2019/2/20,,,Oklahoma? President,
30236,48783610,KELLOGG CO,James,James M. Jenness,Jenness,2006,,,,,,,
53855,03475V10,ANGIODYNAMICS INC,James,James C. Clemmer,Clemmer,2016,X,X,,,,,
30907,52729N30,LEVEL 3 COMMUNICATIONS INC,James,James Q. Crowe,Crowe,2013,,,,,,,
43099,02156K10,ALTICE USA INC,James,James L. Dolan,Dolan,2015,X,X,,,,,
49972,30066A10,EXAMWORKS GROUP INC,James,James K. Price,Price,2015,X,X,,,,,
15342,63651810,NATIONAL INSTRUMENTS CORP,James,James J. Truchard,Truchard,2016,https://twitter.com/JamesTruchard,JamesTruchard,2019/2/9,5,0,???????????5??,
16489,25271C10,DIAMOND OFFSHRE DRILLING INC,James,James S. Tisch,Tisch,2007,,,,,,,
33051,90274810,UIL HOLDINGS CORP,James,James P. Torgerson,Torgerson,2014,X,X,,,,,
5477,92924F10,WGL HOLDINGS INC,James,"James Henry DeGraffenreidt, Jr.","DeGraffenreidt, Jr.",2009,,,,,,,
14383,20547710,COMPUTER TASK GROUP INC,James,James R. Boldt,Boldt,2014,X,X,,,,,
38124,75657710,RED HAT INC,James,James M. Whitehurst,Whitehurst,2016,https://twitter.com/JWhitehurst,JWhitehurst,2019/2/9,19,1,,
18154,46033520,INTL SPEEDWAY CORP -CL A,James,James C. France,France,2009,,,,,,,
1711,69347510,PNC FINANCIAL SVCS GROUP INC,James,James E. Rohr,Rohr,2012,,,,,,,
53780,21676P10,COOPER-STANDARD HOLDINGS INC,James,James S. McElya,McElya,2012,,,,,,,
31168,45885A40,INTERNAP CORP,James,James P. DeBlasio,DeBlasio,2008,,,,,,,
34747,48658710,KAYDON CORP,James,James O'Leary,O'Leary,2012,,,,,,,
27836,09062X10,BIOGEN INC,James,James C. Mullen,Mullen,2009,,,,,,,
21573,154710,AK STEEL HOLDING CORP,James,James L. Wainscott,Wainscott,2015,X,X,,,,,
39986,67020Q30,NTELOS HOLDINGS CORP,James,James A. Hyde,Hyde,2014,X,X,,,,,
19073,10113710,BOSTON SCIENTIFIC CORP,James,James R. Tobin,Tobin,2009,,,,,,,
53827,9067210,BIOTELEMETRY INC,James,James M. Sweeney,Sweeney,2007,,,,,,,
39979,67020Q30,NTELOS HOLDINGS CORP,James,James W. Quarforth,Quarforth,2008,,,,,,,
25083,38480210,GRAINGER (W W) INC,James,James T. Ryan,Ryan,2016,X,X,,,,,
44550,29255410,ENCORE CAPITAL GROUP INC,James,James Brandon Black,Black,2012,,,,,,,
38074,03761U10,APOLLO INVESTMENT CORP,James,James Charles Zelter,Zelter,2007,,,,,,,
10391,62936093,NPC RESTAURANT HOLDINGS LLC,James,James K. Schwartz,Schwartz,2016,X,X,,,,,
36108,36399D93,FREEPORT MCMRN OIL&GAS -REDH,James,James C. Flores,Flores,2014,X,X,,,,,
33920,58404W10,MEDCATH CORP,James,James Arthur Parker,Parker,2012,,,,,,,
24508,2.55E+13,AMERN EAGLE OUTFITTERS INC,James,James V. O'Donnell,O'Donnell,2011,,,,,,,
49693,80786410,SCHOOL SPECIALTY INC,James,James R. Henderson,Henderson,2013,,,,,,,
29437,85254C30,STAGE STORES INC,James,James R. Scarborough,Scarborough,2008,,,,,,,
4210,41282210,HARLEY-DAVIDSON INC,James,James L. Ziemer,Ziemer,2008,,,,,,,
25724,89235610,TRACTOR SUPPLY CO,James,James F. Wright,Wright,2012,,,,,,,
46175,00847J10,AGILYSYS INC,James,James H. Dennedy,Dennedy,2016,X,X,,,,,
35544,78503N10,SWS GROUP INC,James,James H. Ross,Ross,2014,X,X,,,,,
53694,70156Q10,PARKWAY INC,James,James R. Heistand,Heistand,2016,X,X,,,,,
38689,82873020,SIMMONS FIRST NATL CP -CL A,James,James Thomas May,May,2013,,,,,,,
7009,G6543110,NOBLE CORP PLC,James,James C. Day,Day,2007,,,,,,,
49131,94862610,WEIGHT WATCHERS INTL INC,James,James Robert Chambers,Chambers,2016,X,X,,,,,
10310,27826510,EATON VANCE CORP,James,James Benjamin Hawkes,Hawkes,2007,,,,,,,
20074,82028010,SHAW GROUP INC,James,"James M. Bernhard, Jr.","Bernhard, Jr.",2012,,,,,,,
32004,21249J10,CONVERSANT INC,James,James R. Zarley,Zarley,2012,,,,,,,
25049,69351T10,PPL CORP,James,James H. Miller,Miller,2011,,,,,,,
3296,44565810,HUNT (JB) TRANSPRT SVCS INC,James,James Kirk Thompson,Thompson,2010,,,,,,,
11880,74144T10,PRICE (T. ROWE) GROUP,James Aloysius,"James Aloysius Charles Kennedy, C.F.A., CFA","Kennedy, C.F.A., CFA",2015,X,X,,,,,
43404,83001A10,SIX FLAGS ENTERTAINMENT CORP,James W.,James W. P. Reid-Anderson,Reid-Anderson,2015,X,X,,,,,
24625,6790110,BARRICK GOLD CORP,Jamie,"Jamie Calvin Sokalsky, CA, Honours BCom, CPA","Sokalsky, CA, Honour",2014,X,X,,,,,
42814,55626910,MADDEN STEVEN LTD,Jamieson,Jamieson A. Karson,Karson,2007,,,,,,,
3308,45110710,IDACORP INC,Jan,Jan B. Packwood,Packwood,2006,,,,,,,
33632,40990010,HANCOCK FABRICS INC,Jane,Jane F. Aggers,Aggers,2010,,,,,,,
16067,65011110,NEW YORK TIMES CO -CL A,Janet,Janet L. Robinson,Robinson,2011,,,,,,,
49641,98141910,WORLD ACCEPTANCE CORP/DE,Janet,Janet Lewis Matricciani,Matricciani,2016,X,X,,,,,
47356,45170X20,IDENTIV INC,Jason,Jason Hart,Hart,2015,X,X,,,,,
54847,80042210,SANFILIPPO JOHN B&SON,Jasper,"Jasper B. Sanfilippo, Sr.","Sanfilippo, Sr.",2007,,,,,,,
14401,42222G10,HEALTH NET INC,Jay,Jay Michael Gellert,Gellert,2015,X,X,,,,,
12200,8.94E+14,TRAVELERS COS INC,Jay,Jay S. Fishman,Fishman,2015,X,X,,,,,
47225,74331210,PROGRESS SOFTWARE CORP,Jay,Jay H. Bhatt,Bhatt,2012,,,,,,,
7764,80299Z00,SANTANDER HOLDINGS USA INC,Jay,Jay S. Sidhu,Sidhu,2006,,,,,,,
8389,85837510,STEIN MART INC,Jay,Jay Steinbeck,Steinbeck,2015,X,X,,,,,
38945,36955010,GENERAL DYNAMICS CORP,Jay,Jay Lynn Johnson,Johnson,2012,,,,,,,
30027,29261A10,ENCOMPASS HEALTH CORP,Jay,Jay F. Grinney,Grinney,2016,X,X,,,,,
37870,41049520,HANMI FINANCIAL CORP,Jay,Jay Seung Yoo,Yoo,2012,,,,,,,
34631,31164210,FARO TECHNOLOGIES INC,Jay,Jay W. Freeland,Freeland,2014,X,X,,,,,
51884,45232710,ILLUMINA INC,Jay,Jay T. Flatley,Flatley,2016,X,X,,,,,
46226,74727710,QLOGIC CORP,Jean,Jean Hu,Hu,2015,X,X,,,,,
20921,35905910,FRONTIER AIRLINES HOLDINGS,Jeff,Jeff S. Potter,Potter,2006,,,,,,,
49950,95931910,WESTERN REFINING INC,Jeff,Jeff A. Stevens,Stevens,2016,X,X,,,,,
46556,62914B10,NIC INC,Jeffery,Jeffery S. Fraser,Fraser,2007,,,,,,,
47895,62675510,MURPHY USA INC,Jeffery,Jeffery A. Goodwin,Goodwin,2012,,,,,,,
43794,91004710,UNITED CONTINENTAL HLDGS INC,Jeffery,Jeffery A. Smisek,Smisek,2015,X,X,,,,,
36012,97382A30,WINDSTREAM HOLDINGS INC,Jeffery,Jeffery R. Gardner,Gardner,2014,https://twitter.com/jefferyrgardner,jefferyrgardner,20219/2/20,,,????????,
22484,09857L10,BOOKING HOLDINGS INC,Jeffery,Jeffery H. Boyd,Boyd,2016,X,X,,,,,
25042,71708110,PFIZER INC,Jeffrey,Jeffrey B. Kindler,Kindler,2010,,,,,,,
44806,46299A00,NBTY INC,Jeffrey,Jeffrey A. Nagel,Nagel,2014,X,X,,,,,
50713,9091120,BIOLASE INC,Jeffrey,Jeffrey M. Nugent,Nugent,2015,X,X,,,,,
41065,52729N30,LEVEL 3 COMMUNICATIONS INC,Jeffrey,Jeffrey K. Storey,Storey,2016,X,X,,,,,
34591,29475210,EQUITY ONE INC,Jeffrey,Jeffrey S. Olson,Olson,2014,X,X,,,,,
36616,09215C10,BLACK KNIGHT INC,Jeffrey,Jeffrey S. Carbiener,Carbiener,2010,,,,,,,
337,8143710,BEMIS CO INC,Jeffrey,Jeffrey H. Curler,Curler,2007,,,,,,,
16470,56418H10,MANPOWERGROUP,Jeffrey,Jeffrey A. Joerres,Joerres,2013,,,,,,,
43538,21248510,CONVERGYS CORP,Jeffrey,Jeffrey H. Fox,Fox,2012,,,,,,,
48652,82966C10,SIRONA DENTAL SYSTEMS INC,Jeffrey,Jeffrey T. Slovin,Slovin,2015,X,X,,,,,
23969,87936910,TELEFLEX INC,Jeffrey,Jeffrey P. Black,Black,2010,,,,,,,
28263,44045210,HORMEL FOODS CORP,Jeffrey,Jeffrey M. Ettinger,Ettinger,2016,https://twitter.com/JeffreyEttinger,JeffreyEttinger,2019/2/9,1,0,???????????????,
35723,26153C10,DREAMWORKS ANIMATION SKG INC,Jeffrey,Jeffrey Katzenberg,Katzenberg,2015,X,X,,,,,
29873,98416420,XSTELOS HOLDINGS INC,Jeffrey,Jeffrey A. Shepard,Shepard,2008,,,,,,,
38637,55003T10,LUMBER LIQUIDATORS HLDGS INC,Jeffrey,Jeffrey W. Griffiths,Griffiths,2011,,,,,,,
54531,82568P30,SHUTTERFLY INC,Jeffrey,Jeffrey T. Housenbold,Housenbold,2015,X,X,,,,,
29032,12558180,CIT GROUP INC,Jeffrey,Jeffrey M. Peek,Peek,2009,,,,,,,
